Report Generated: 2026-02-15T00:48:54.124Z
Summary: 524 Readings analyzed. Avg Power: 42.42W, Peak Power: 691.3W, Avg Voltage: 121.14V

Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),PF
2026-01-28T13:55:29.242Z,121.3,0,0,0.011,60,0
2026-01-28T13:55:24.050Z,121.1,0,0,0.011,60,0
2026-01-28T13:55:18.731Z,121,0,0,0.011,59.9,0
2026-01-28T13:55:13.470Z,121.1,0,0,0.011,60,0
2026-01-28T13:55:08.166Z,121.3,0,0,0.011,60,0
2026-01-28T13:55:02.449Z,121.2,0,0,0.011,60,0
2026-01-28T13:54:57.118Z,121.2,0,0,0.011,60,0
2026-01-28T13:54:51.914Z,121.3,0,0,0.011,60,0
2026-01-28T01:30:03.910Z,115.3,0,0,0.011,59.9,0
2026-01-28T01:29:58.701Z,115.3,0,0,0.011,60,0
2026-01-28T01:29:53.304Z,115.4,0,0,0.011,60,0
2026-01-28T01:29:48.107Z,115.3,0,0,0.011,59.9,0
2026-01-28T01:29:42.915Z,115.3,0,0,0.011,59.9,0
2026-01-28T01:29:37.692Z,115.3,0.258,13,0.011,59.9,0.44
2026-01-28T01:29:32.494Z,115.3,5.852,674.8,0.01,59.9,1
2026-01-28T01:29:27.303Z,115.3,5.891,678.8,0.009,59.9,1
2026-01-28T01:29:22.110Z,122.6,0,0,0.009,59.9,0
2026-01-28T01:29:16.909Z,122.5,0,0,0.009,59.9,0
2026-01-28T01:29:11.587Z,122.1,0,0,0.009,60,0
2026-01-28T01:29:06.377Z,122.1,0,0,0.009,60,0
2026-01-28T01:29:00.830Z,122.1,0,0,0.009,60,0
2026-01-28T01:28:55.423Z,122,0,0,0.009,60,0
2026-01-28T01:28:47.306Z,121.9,0,0,0.009,60,0
2026-01-28T01:28:41.369Z,121.8,0,0,0.009,60,0
2026-01-28T01:28:35.637Z,121.8,0,0,0.009,59.9,0
2026-01-28T01:28:29.900Z,121.4,0,0,0.009,60,0
2026-01-28T01:28:24.167Z,121.5,0,0,0.009,60,0
2026-01-28T01:28:18.439Z,121.9,0,0,0.009,60,0
2026-01-28T01:28:12.823Z,121.8,0,0,0.009,60,0
2026-01-28T01:28:07.181Z,121.9,0,0,0.009,59.9,0
2026-01-28T01:28:01.435Z,122.1,0,0,0.009,60,0
2026-01-28T01:27:55.601Z,122.1,0,0,0.009,59.9,0
2026-01-28T01:27:50.277Z,122.6,0,0,0.009,59.9,0
2026-01-28T01:27:44.332Z,122.6,0,0,0.009,60,0
2026-01-28T01:27:38.701Z,122.6,0,0,0.009,59.9,0
2026-01-28T01:27:32.866Z,122.6,0,0,0.009,59.9,0
2026-01-28T01:27:27.029Z,122.5,0,0,0.009,60,0
2026-01-28T01:27:21.192Z,122.4,0,0,0.009,59.9,0
2026-01-28T01:27:15.353Z,122.4,0,0,0.009,59.9,0
2026-01-28T01:27:09.825Z,122.3,0,0,0.009,60,0
2026-01-28T01:27:04.290Z,122.3,0,0,0.009,60,0
2026-01-28T01:26:58.457Z,122.5,0,0,0.009,60,0
2026-01-28T01:26:53.128Z,122.4,0,0,0.009,59.9,0
2026-01-28T01:26:47.497Z,122.5,0,0,0.009,60,0
2026-01-28T01:26:41.774Z,122.3,0,0,0.009,59.9,0
2026-01-28T01:26:35.854Z,122.4,0,0,0.009,60,0
2026-01-28T01:26:29.884Z,122.4,0,0,0.009,60,0
2026-01-28T01:26:24.401Z,122,0,0,0.009,60,0
2026-01-28T01:26:16.366Z,122,0,0,0.009,59.9,0
2026-01-28T01:26:09.813Z,122,0,0,0.009,60,0
2026-01-28T01:26:03.876Z,122.1,0,0,0.009,60,0
2026-01-28T01:25:58.047Z,122.1,0,0,0.009,59.9,0
2026-01-28T01:25:52.715Z,122,0,0,0.009,60,0
2026-01-28T01:25:46.984Z,122,0,0,0.009,60,0
2026-01-28T01:25:41.531Z,122,0,0,0.009,59.9,0
2026-01-28T01:25:36.333Z,121.8,0,0,0.009,60,0
2026-01-28T01:25:31.006Z,121.6,0,0,0.009,60,0
2026-01-28T01:25:25.475Z,118,0,0,0.009,60,0
2026-01-28T01:25:19.432Z,121.7,0,0,0.009,60,0
2026-01-28T01:25:13.599Z,121.3,0,0,0.009,60,0
2026-01-28T01:25:08.153Z,121.2,0,0,0.009,60,0
2026-01-28T01:25:02.952Z,121.4,0,0,0.009,60,0
2026-01-28T01:24:57.322Z,121.3,0,0,0.009,60,0
2026-01-28T01:24:51.582Z,121.3,0,0,0.009,60,0
2026-01-28T01:24:46.052Z,121.3,0,0,0.009,59.9,0
2026-01-28T01:24:40.634Z,121.6,0,0,0.009,60,0
2026-01-28T01:24:35.406Z,121.5,0,0,0.009,60,0
2026-01-28T01:24:30.000Z,121.6,0,0,0.009,59.9,0
2026-01-28T01:24:23.934Z,121.7,0,0,0.009,60,0
2026-01-28T01:24:18.097Z,121.6,0,0,0.009,60,0
2026-01-28T01:24:12.478Z,121.4,0,0,0.009,60,0
2026-01-28T01:24:07.140Z,121.7,0,0,0.009,60,0
2026-01-28T01:24:01.401Z,121.7,0,0,0.009,60,0
2026-01-28T01:23:55.672Z,121.6,0,0,0.009,60,0
2026-01-28T01:23:50.035Z,121.6,0,0,0.009,60,0
2026-01-28T01:23:44.611Z,121.5,0,0,0.009,59.9,0
2026-01-28T01:23:39.082Z,121.6,0,0,0.009,60,0
2026-01-28T01:23:33.753Z,122.1,0,0,0.009,60,0
2026-01-28T01:23:28.019Z,122,0,0,0.009,60,0
2026-01-28T01:23:22.182Z,121.8,0,0,0.009,60,0
2026-01-28T01:23:16.348Z,122,0,0,0.009,60,0
2026-01-28T01:23:10.510Z,121.9,0,0,0.009,59.9,0
2026-01-28T01:23:04.470Z,122.1,0,0,0.009,60,0
2026-01-28T01:22:58.763Z,122.1,0,0,0.009,60,0
2026-01-28T01:22:53.517Z,122.1,0,0,0.009,60,0
2026-01-28T01:22:48.294Z,122.2,0,0,0.009,60,0
2026-01-28T01:22:42.971Z,122.3,0,0,0.009,60,0
2026-01-28T01:22:37.236Z,122.3,0,0,0.009,60,0
2026-01-28T01:22:31.941Z,122.4,0,0,0.009,60,0
2026-01-28T01:22:26.375Z,122.4,0,0,0.009,60,0
2026-01-28T01:22:20.757Z,122.5,0,0,0.009,60,0
2026-01-28T01:22:15.032Z,122.4,0,0,0.009,60,0
2026-01-28T01:22:09.175Z,122.2,0,0,0.009,60,0
2026-01-28T01:22:03.542Z,122,0,0,0.009,60,0
